AÑO,UNIVERSIDAD,CARRERA,MATRICULADOS,REGION_PLANIFICACION_SEDE,GAM_SEDE,GRADO_ACADEMICO,NIVEL_ACADEMICO,NIVEL_CINE,AREA_CONOCIMIENTO,DISCIPLINA,AREA_UNESCO,DISCIPLINA_UNESCO,STEM_MICITT
2021,Tecnológico de Costa Rica,Administración de Empresas,2006,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Administración de Empresas énfasis Administración Financiera,98,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Finanzas,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Administración de Empresas énfasis Contaduría Pública,46,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Contaduría,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Administración de Empresas énfasis Mercadeo,53,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Mercadeo,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Administración de Empresas énfasis Recursos Humanos,1,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Económicas,Administración de Recursos Humanos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Administración de Ingeniería Electromecánica énfasis Administración de Energía,11,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Administración de Ingeniería Electromecánica énfasis Gerencia de Mantenimiento,38,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Administración de Tecnologías de Información,393,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Arquitectura y Urbanismo,260,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2021,Tecnológico de Costa Rica,Cadena de Abastecimiento,42,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ciencia y Tecnología para la Sostenibilidad,13,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ciencias Forestales,6,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ciencias Naturales para el Desarrollo énfasis Gestión y Cultura Ambiental,1,Sin Información,Sin información,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ciencias Naturales para el Desarrollo énfasis Sistemas de Producción Agrícola,6,Sin Información,Sin información,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ciencias Naturales para el Desarrollo énfasis Tecnologías Electrónicas Aplicadas,1,Sin Información,Sin información,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Computación,1,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Computación,Ciencias de la Computación,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Computación énfasis Ciencias de la Computación,107,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Computación,Ciencias de la Computación,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Computación énfasis Sistemas de Información,11,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Computación énfasis Telemática,1,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Computación,Ingeniería en Computadores,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Dirección de Empresas,91,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Educación Técnica,6,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Técnica,Educación,Educación,NO STEM
2021,Tecnológico de Costa Rica,Electrónica énfasis Microsistemas,7,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Enseñanza de la Matemática con Entornos Tecnológicos,176,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2021,Tecnológico de Costa Rica,Gerencia de Proyectos Ingeniería de la Construcción,34,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Proyectos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Gerencia de Proyectos énfasis Proyectos Empresariales,192,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Proyectos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Gerencia de Proyectos énfasis Proyectos de Tecnologías de Información,15,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Proyectos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Gerencias de Tecnologías de Información,48,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),NO STEM
2021,Tecnológico de Costa Rica,Gestión de Recursos Naturales y Tecnologías de Producción,20,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Gestión de Turismo Rural,17,Región Huetar Norte,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2021,Tecnológico de Costa Rica,Gestión del Turismo Sostenible,36,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2021,Tecnológico de Costa Rica,Ingeniería,8,Sin Información,Sin información,Doctorado,Posgrado,CINE 8,Ingeniería,Ingeniería,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Agronegocios,168,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Economía Agrícola,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Tecnológico de Costa Rica,Ingeniería Agrícola,145,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Agrícola,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Tecnológico de Costa Rica,Ingeniería Ambiental,231,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Ambiental,"Ingeniería, industria y construcción",Ingeniería y Profesiones afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Biotecnología,320,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Biotecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Construcción,525,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Diseño Industrial énfasis Comunicación Visual,20,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Diseño Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Diseño Industrial énfasis Desarrollo de Productos,414,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Diseño Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Dispositivos Médicos,57,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Electrónica,1115,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Electrónica énfasis Procesamiento Digital de Señales,9,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Electrónica énfasis Sistemas Empotrados,20,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Forestal,10,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ingeniería Forestal énfasis Conservación y Restauración de Ecosistemas Forestales,16,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ingeniería Forestal énfasis Manejo y Producción Forestal,119,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Tecnológico de Costa Rica,Ingeniería Física,161,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Básicas,Física,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2021,Tecnológico de Costa Rica,Ingeniería Mantenimiento Industrial,655,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Materiales,391,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería de Materiales,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Materiales énfasis Metalurgia,8,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería de Materiales,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Materiales énfasis Microelectrónica,10,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería de Materiales,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Materiales énfasis Procesos Industriales,9,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería de Materiales,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Mecatrónica,546,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2021,Tecnológico de Costa Rica,Ingeniería Producción Industrial,1132,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Tecnológico de Costa Rica,Ingeniería Seguridad Laboral e Higiene Ambiental,214,Región Central,GAM,Licenciatura,Grado,CINE 6,Ingeniería,Seguridad Laboral,Servicios,Servicios de Higiene y Salud Ocupacional,STEM
2021,Tecnológico de Costa Rica,Ingeniería Vial,14,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,STEM
2021,Tecnológico de Costa Rica,Ingeniería en Agronomía,220,Región Huetar Norte,No GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Tecnológico de Costa Rica,Ingeniería en Computación,1504,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Ciencias de la Computación,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Ingeniería en Computadores,632,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Ingeniería en Computadores,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Tecnológico de Costa Rica,Investigación Empresarial,27,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Tecnológico de Costa Rica,Salud Ocupacional,19,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Seguridad Laboral,Servicios,Servicios de Higiene y Salud Ocupacional,STEM
2021,Tecnológico de Costa Rica,Sistemas Modernos de Manufactura,55,Sin Información,Sin información,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Universidad Estatal a Distancia,Administración Educativa,144,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Administración Educativa,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Administración Policial y Prevención del Delito,8,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas,6622,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas Agropecuarias,59,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración de Empresas Agropecuarias,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Banca y Finanzas,335,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Finanzas,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Contaduría,389,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Contaduría,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Dirección Empresas,253,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Empresas Cooperativas y Asociativas,1,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración de Cooperativas,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Mercadeo,119,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Mercadeo,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Negocios Internacionales,81,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Comercio Internacional,Administración de empresas y derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Producción,64,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración de la Producción,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Empresas énfasis Recursos Humanos,190,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración de Recursos Humanos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Medios de Comunicación,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Comunicación,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2021,Universidad Estatal a Distancia,Administración de Negocios,36,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Servicios de Salud,749,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Económicas,Administración de Servicios de Salud,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Administración de Servicios de Salud Sostenible,44,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Servicios de Salud,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Agroindustria,1,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Agroindustrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Universidad Estatal a Distancia,Auditoría Gubernamental,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Bibliotecología Bibliotecas Educativas y Centros de Recursos para Aprendizaje,676,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2021,Universidad Estatal a Distancia,Bibliotecología y Nuevas Tecnologías de Información y Comunicación,324,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2021,Universidad Estatal a Distancia,Ciencias Criminológicas,1125,Región Central,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Ciencias Naturales para el Desarrollo,6,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2021,Universidad Estatal a Distancia,Ciencias Policiales,165,Región Central,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Administración,7,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Educación I y II Ciclo énfasis Enseñanza del Inglés,4,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Administración Educativa,1,Región Huetar Norte,No GAM,Sin información,Sin información,Sin información,Educación,Administración Educativa,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Docencia,5,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Docencia,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Educación Especial,2,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Especial,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Educación énfasis I y II Ciclo,9,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Preescolar,7,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Criminalística,20,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Criminología,40,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Derecho,2,Región Central,GAM,Doctorado,Posgrado,CINE 8,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,NO STEM
2021,Universidad Estatal a Distancia,Derecho Constitucional,12,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Constitucional,Administración de Empresas y Derecho,Derecho,NO STEM
2021,Universidad Estatal a Distancia,Derecho del Trabajo y de la Seguridad Social,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Laboral,Administración de Empresas y Derecho,Derecho,NO STEM
2021,Universidad Estatal a Distancia,Derechos Humanos,18,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derechos Humanos,Administración de Empresas y Derecho,Derecho,NO STEM
2021,Universidad Estatal a Distancia,Docencia,246,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Docencia,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Educación,18,Región Central,GAM,Doctorado,Posgrado,CINE 8,Educación,Educación Generalista,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Educación Especial,117,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Especial,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Educación General Básica I y II Ciclos,3650,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Educación Preescolar,2314,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Educación Preescolar Estimulación y Corrección del Lenguaje,36,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Educación a Distancia,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Generalista,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ejecución y Docencia Musical énfasis Instrumento,37,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza de la Matemática,405,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza de las Ciencias,1,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Ciencias,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza de las Ciencias Naturales,778,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Ciencias,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza de los Estudios Sociales y la Educación Cívica,14,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza del Francés,55,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza del Francés énfasis Secundaria,1,Región Pacífico Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Enseñanza del Inglés I y II Ciclos,270,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Estudio de la Violencia Social y Familiar,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2021,Universidad Estatal a Distancia,Estudio de las adicciones,14,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Discapacidad,Salud y Bienestar,Bienestar,NO STEM
2021,Universidad Estatal a Distancia,Estudios Generales,4949,Región Central,No GAM,Sin información,Sin información,Sin información,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2021,Universidad Estatal a Distancia,Estudios Universitarios,49,Región Central,GAM,Sin información,Sin información,Sin información,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2021,Universidad Estatal a Distancia,Extensión Agrícola,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Universidad Estatal a Distancia,Formación para la Educación Infantil,4,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Gerencia y Negociaciones Internacionales,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Comercio Internacional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Gestión Secretarial de la Oficina,352,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2021,Universidad Estatal a Distancia,Gestión Turística Sostenible,556,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2021,Universidad Estatal a Distancia,Gestión de la Calidad en Educación Superior,8,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Administración Educativa,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Informática,2670,Región Central,GAM,Diplomado,Pregrado,CINE 5,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Universidad Estatal a Distancia,Informática Administrativa,6,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2021,Universidad Estatal a Distancia,Informática Educativa,250,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Computación,Educación,Educación,NO STEM
2021,Universidad Estatal a Distancia,Ingeniería Agroindustrial,195,Región Central,No GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Agroindustrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2021,Universidad Estatal a Distancia,Ingeniería Agronómica,669,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2021,Universidad Estatal a Distancia,Ingeniería Industrial,110,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
