AÑO,UNIVERSIDAD,CARRERA,MATRICULADOS,REGION_PLANIFICACION_SEDE,GAM_SEDE,GRADO_ACADEMICO,NIVEL_ACADEMICO,NIVEL_CINE,AREA_CONOCIMIENTO,DISCIPLINA,AREA_UNESCO,DISCIPLINA_UNESCO,STEM_MICITT
2025,Universidad Estatal a Distancia,Ejecución y Docencia Musical énfasis Instrumento,23,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza de la Matemática,354,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza de las Ciencias Naturales,588,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Ciencias,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza de los Estudios Sociales y la Educación Cívica,310,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza del Francés,57,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza del Inglés I y II Ciclos,210,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza del francés con énfasis en I y II ciclos,7,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Enseñanza del francés con énfasis en III y IV ciclos,6,Región Central,No GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Estudio de la Violencia Social y Familiar,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Estatal a Distancia,Estudio de las Violencias desde la Perspectiva de Género e Interseccionalidad,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Estatal a Distancia,Estudio de las adicciones,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Discapacidad,Salud y Bienestar,Bienestar,NO STEM
2025,Universidad Estatal a Distancia,Estudios Generales,842,Región Central,No GAM,Sin información,Sin información,Sin información,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Estatal a Distancia,Estudios Universitarios,11,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Estatal a Distancia,Formación para la Educación Infantil,2,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Gestión Secretarial de la Oficina,449,Región Central,No GAM,Diplomado,Pregrado,CINE 5,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Estatal a Distancia,Gestión Turística Sostenible,677,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2025,Universidad Estatal a Distancia,Gestión y Gerencia del Turismo Sostenible,27,Región Central,No GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2025,Universidad Estatal a Distancia,Humanidades,2692,Región Central,No GAM,Sin información,Sin información,Sin información,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Estatal a Distancia,Informática,3828,Región Central,GAM,Diplomado,Pregrado,CINE 5,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Estatal a Distancia,Informática Administrativa,1,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Estatal a Distancia,Informática Educativa,261,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Computación,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Ingeniería Agroindustrial,238,Región Central,No GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Agroindustrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2025,Universidad Estatal a Distancia,Ingeniería Agronómica,1184,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2025,Universidad Estatal a Distancia,Ingeniería Industrial,162,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2025,Universidad Estatal a Distancia,Ingeniería Informática,165,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Estatal a Distancia,Ingeniería Informática y Administración de Proyectos,77,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Estatal a Distancia,Ingeniería Informática y Calidad de Software,26,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Estatal a Distancia,Ingeniería Informática y Desarrollo de Aplicaciones Web,44,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Estatal a Distancia,Ingeniería Telecomunicaciones,52,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2025,Universidad Estatal a Distancia,Investigación Criminal,8,Región Central,No GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Estatal a Distancia,Manejo de Recursos Naturales,481,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2025,Universidad Estatal a Distancia,Manejo de Recursos Naturales Gestión Ambiental,4,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2025,Universidad Estatal a Distancia,Manejo de Recursos Naturales Gestión de la Biodiversidad,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2025,Universidad Estatal a Distancia,Manejo y Protección de Recursos Naturales,8,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Estatal a Distancia,Propiedad Intelectual,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Propiedad Intelectual,Administración de empresas y derecho,Derecho,NO STEM
2025,Universidad Estatal a Distancia,Psicopedagogía,23,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Psicopedagogía,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Registros y Estadísticas en Salud,403,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias de la Salud,Registros en Salud,Salud y Bienestar,Bienestar,STEM
2025,Universidad Estatal a Distancia,Secretariado Administrativo,3,Región Central,GAM,Diplomado,Pregrado,CINE 5,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Estatal a Distancia,Sistemas de información en Salud,277,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias de la Salud,Registros en Salud,Salud y Bienestar,Bienestar,STEM
2025,Universidad Estatal a Distancia,Tecnología Educativa,24,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Tecnología Educativa,Educación,Educación,NO STEM
2025,Universidad Estatal a Distancia,Valuación,21,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Valuación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Abastecimiento y Logística Global,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2025,Universidad Nacional,Administración,3052,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Administración Educativa,42,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Administración Educativa,Educación,Educación,NO STEM
2025,Universidad Nacional,Administración de Oficinas,458,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Administración de Recursos Humanos,29,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Recursos Humanos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Agricultura Ecológica,5,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2025,Universidad Nacional,Apicultura Tropical,4,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Zootecnia,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2025,Universidad Nacional,Arte y Comunicación Visual,291,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2025,Universidad Nacional,Artes Escénicas,85,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Dramáticas,Artes y Humanidades,Artes,NO STEM
2025,Universidad Nacional,Bibliotecología y Documentación,1,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2025,Universidad Nacional,Bibliotecología y Documentación énfasis Gestión de la Información,260,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2025,Universidad Nacional,Biología,391,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
2025,Universidad Nacional,Biología Marina,12,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
2025,Universidad Nacional,Bioprocesos Industriales,3,Región Central,GAM,Bachillerato,Grado,CINE 6,Ingeniería,Ingeniería Química,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2025,Universidad Nacional,Biotecnología,34,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Biotecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2025,Universidad Nacional,Cartografía y Diseño Digital,100,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Geografía,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2025,Universidad Nacional,Ciencias Geográficas,177,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Geografía,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2025,Universidad Nacional,Ciencias Marinas y Costeras,10,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Recursos Marinos,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Ciencias Naturales para el Desarrollo,17,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Ciencias del Deporte,7,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2025,Universidad Nacional,Ciencias del Movimiento Humano,217,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2025,Universidad Nacional,Comercio y Negocios Internacionales,832,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Comercio Internacional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Conservación,3,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Conservación de Vida Silvestre y Biodiversidad,28,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Conservación y Manejo de Vida Silvestre,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Conservación y Manejo de Áreas Protegidas para Guardaparques,17,Región Central,GAM,Diplomado,Pregrado,CINE 5,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Danza,81,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Danza,Artes y Humanidades,Artes,NO STEM
2025,Universidad Nacional,Derechos Humanos y Educación para la Paz,14,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derechos Humanos,Administración de Empresas y Derecho,Derecho,NO STEM
2025,Universidad Nacional,Desarrollo Comunitario Sustentable,10,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Desarrollo Rural,24,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Economía,697,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Economía del Desarrollo,17,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Economía,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Educación,21,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Generalista,Educación,Educación,NO STEM
2025,Universidad Nacional,Educación Comercial,161,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza del Secretariado,Educación,Educación,NO STEM
2025,Universidad Nacional,Educación Especial,136,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Especial,Educación,Educación,NO STEM
2025,Universidad Nacional,Educación Física Deporte y Recreación,5,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Física,Educación,Educación,NO STEM
2025,Universidad Nacional,Educación Rural I y II Ciclos,358,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Rural,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de Inglés I y II Ciclo énfasis en mediación pedagógica,10,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de la Filosofía,8,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Filosofía,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de la Matemática,192,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de la Religión,89,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Religiosa,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de las Ciencias,155,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Ciencias,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de los Estudios Sociales,46,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza de los Estudios Sociales y la Educación Cívica,120,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza del Arte y Comunicación Visual,139,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Artes Plásticas,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza del Español,83,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Castellano,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza del Francés,74,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza del Inglés,573,Región Brunca,No GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Inglés,Educación,Educación,NO STEM
2025,Universidad Nacional,Enseñanza del Inglés I y II Ciclos,86,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2025,Universidad Nacional,Epidemiología,28,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Salud Pública,Salud y Bienestar,Salud,STEM
2025,Universidad Nacional,Estudios Latinoamericanos,22,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios Latinoamericanos,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,"Estudios Socioreligiosos, Género y Diversidades",5,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Sociología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Estudios Teológicos,9,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Teología,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Nacional,Estudios de Cultura Centroamericana,8,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios Latinoamericanos,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Filosofía,99,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Filosofía,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Nacional,Filosofía Contemporánea,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Filosofía,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Nacional,Francés,30,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Francés,Artes y Humanidades,Idiomas,NO STEM
2025,Universidad Nacional,Física aplicada,33,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Básicas,Física,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,STEM
2025,Universidad Nacional,Gerencia de Seguridad Alimentaria y Nutricional,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias de la Salud,Nutrición,Salud y Bienestar,Salud,STEM
2025,Universidad Nacional,Gerencia del Comercio Internacional,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Comercio Internacional,Administración de empresas y derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Gestión Ambiental,1,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Gestión Educativa,27,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Administración Educativa,Educación,Educación,NO STEM
2025,Universidad Nacional,Gestión Empresarial del Turismo Sostenible,402,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2025,Universidad Nacional,Gestión de la Innovación Tecnológica,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Nacional,Gestión de los Recursos Naturales y Conservación de la Biodiversidad,15,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Gestión y Finanzas Públicas,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración Pública,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Género y Desarrollo,47,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2025,Universidad Nacional,Historia,121,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Historia,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Nacional,Historia Aplicada,7,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Historia,Artes y Humanidades,Humanidades,NO STEM
2025,Universidad Nacional,Informática,191,Región Central,GAM,Licenciatura,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Nacional,Ingeniería Agronómica,62,Región Central,GAM,Licenciatura,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2025,Universidad Nacional,Ingeniería Ciencias Forestales,158,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Forestales,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Ingeniería Gestión Ambiental,148,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Ingeniería Hidrológica,120,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Manejo de Recursos Hídricos,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2025,Universidad Nacional,Ingeniería de Bioprocesos Industriales,139,Región Central,GAM,Bachillerato,Grado,CINE 6,Ingeniería,Ingeniería Química,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2025,Universidad Nacional,Ingeniería en Agronomía,236,Región Central,GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2025,Universidad Nacional,Ingeniería en Calidad e Innovación Agroalimentaria,121,Región Brunca,No GAM,Bachillerato,Grado,CINE 6,Recursos Naturales,Economía Agrícola,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2025,Universidad Nacional,Ingeniería en Energías Sostenibles,92,Región Chorotega,No GAM,Licenciatura,Grado,CINE 6,Ingeniería,Ingeniería Mecánica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2025,Universidad Nacional,Ingeniería en Sistemas de Información,2717,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Tecnologías de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2025,Universidad Nacional,Inglés,592,Región Central,No GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Inglés,Artes y Humanidades,Idiomas,NO STEM
2025,Universidad Nacional,Inteligencia y Estrategia Global,33,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Planificación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Jazz y Prácticas Musicales Contemporáneas,16,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Artes Musicales,Artes y Humanidades,Artes,NO STEM
2025,Universidad Nacional,Lengua Francesa,63,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Francés,Artes y Humanidades,Idiomas,NO STEM
2025,Universidad Nacional,Lingüística Aplicada énfasis Inglés,18,Región Central,GAM,Maestría,Posgrado,CINE 7,Artes y Letras,Inglés,Artes y Humanidades,Idiomas,NO STEM
2025,Universidad Nacional,Literatura y Lingüística,25,Región Central,GAM,Licenciatura,Grado,CINE 6,Artes y Letras,Literatura y Lingüística (Español),Artes y Humanidades,Idiomas,NO STEM
2025,Universidad Nacional,Literatura y Lingüística Español,40,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Literatura y Lingüística (Español),Artes y Humanidades,Idiomas,NO STEM
2025,Universidad Nacional,Medicina Veterinaria,282,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias de la Salud,Veterinaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,STEM
2025,Universidad Nacional,Mercadeo y Ventas,19,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Mercadeo,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Metrología y Calidad,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2025,Universidad Nacional,Música Ejecución y Enseñanza de Instrumento,84,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2025,Universidad Nacional,Música énfasis Dirección Coral,6,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Musicales,Artes y Humanidades,Artes,NO STEM
2025,Universidad Nacional,Música énfasis Educación Musical,103,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2025,Universidad Nacional,Música énfasis Enseñanza e Interpretación de Canto,10,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2025,Universidad Nacional,Orientación,278,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Orientación,Salud y Bienestar,Bienestar,NO STEM
2025,Universidad Nacional,Pedagogía énfasis Didáctica,58,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Educación Generalista,Educación,Educación,NO STEM
2025,Universidad Nacional,Pedagogía énfasis Educación Preescolar,138,Región Central,GAM,Bachillerato,Grado,CINE 6,Educación,Educación Preescolar,Educación,Educación,NO STEM
2025,Universidad Nacional,Pedagogía énfasis I y II Ciclos de la Educación General Básica,441,Región Chorotega,No GAM,Bachillerato,Grado,CINE 6,Educación,Educación Primaria,Educación,Educación,NO STEM
2025,Universidad Nacional,Pensamiento Estratégico y Prospectiva,14,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Planificación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2025,Universidad Nacional,Perspectivas de Género en Derechos Humanos,4,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
